Feature,IDF,Weight_Class_-1,Weight_Class_0,Weight_Class_1
ain,7.9078802711702885,0.20948145069915852,-0.6696549914979597,0.29452425635817314
alike,8.041411663794811,-0.15723072703674001,-0.17934685705829764,0.2656915803838098
alive,6.65511730267492,-0.42907118455620863,-0.5949483814331574,0.545371627334907
alkimia,8.041411663794811,-0.3629831831593611,-0.674557314169971,0.5827346638317055
allow,6.095501514739497,-0.29974661293516014,-1.1374726864296332,0.5001764828154113
alot,8.195562343622068,-0.32704091328196333,0.7388312214942919,-0.3912796186349911
alright,7.4223724553885875,-0.22227065618438419,-1.1538873586737455,0.8622430671473099
alt,8.195562343622068,0.5988341091883189,-0.45148875915686343,-0.24942446715578231
amaze,4.983375506904665,-2.3188467351603337,-0.9051776562007402,1.291373394944124
amaze feel,8.195562343622068,-0.19277226759495228,-0.18535666806842443,0.1573319315639742
amaze great,8.195562343622068,-8.044527395168334e-05,-0.10065259264987235,0.05602283438949662
amazing,4.828266513635596,-1.3201309936793035,-0.9984989729513329,1.3025017127811014
amazingly,8.195562343622068,-0.44986326028012824,0.7308911383427996,-0.17954110834820924
amd,7.9078802711702885,-0.7378007822421915,0.9879129403199651,-0.2917525249973492
angry,7.684736719856078,1.2308973668114764,-0.8090635460207145,-0.5076575378072588
anime,7.214733090610343,-0.06625299253295358,-0.009372445159952553,-0.015360731668120582
announce,7.684736719856078,-0.3879743155621779,0.541887903353308,0.021949773763268433
annoy,6.0554961801257985,1.969150064105061,-0.8241645065434249,-1.207714477870699
annoying,7.4223724553885875,0.18803053179476806,-0.2619781997907009,0.11325485205563889
anti,7.279271611747914,1.0115274894570894,-0.26777734928282837,-0.5976049813713052
anymore,6.403802874394014,0.8248188817399318,-0.9178638467379195,-0.13499707532466937
anytime,8.195562343622068,0.08843948057646936,-0.016089792570129408,0.027936382086424672
apart,7.214733090610343,-0.2332940657376618,-0.6316196562183151,0.6785310779405214
apex,8.041411663794811,0.8184851077276225,-0.6715109984059866,-0.11211991912796103
apparently,7.279271611747914,0.5557314766609781,0.12105365736728882,-0.3535674817945134
appeal,7.9078802711702885,0.7281531918379996,-0.09128485631931162,-0.5144035118150152
appear,6.896279359491808,1.0261611517973672,0.3407000683797073,-0.8050816695416714
appreciate,6.490814251383644,-0.9879533508663046,-0.5672635712664564,0.7437711140689591
approach,7.589426540051753,-0.3280212887070905,-0.0008630793976336362,0.22737970815138087
arcade,7.684736719856078,-0.22121849380399108,0.5976966213709121,-0.05018242025330353
aren,6.5533346083649775,-0.08199807151746404,0.38237911134174685,-0.12804881483323147
arent,8.041411663794811,-0.3249142002032957,-0.8899073184644366,0.3034316577070359
arguably,8.041411663794811,0.05198617133465464,-0.09531548301925591,0.2103105563607037
arkham,7.684736719856078,-0.28452608261286944,-0.8290890928498651,0.6433609335800088
arrive,7.790097235513905,-0.33306860221083445,0.9634275909674899,-0.5968582274584923
art,7.348264483234865,-0.3639658999165189,-0.1978986840050545,0.1039544494938441
artistic,8.041411663794811,-0.34370363773568974,-0.0003130248201522038,-0.03565636606382193
aside,6.942799375126701,-0.7626426602174244,-0.9228780517352189,1.048797931020544
ask,6.43197375136071,0.6885851003045136,-0.25712258138128585,-0.29360812920578916
ass,7.0428828336836835,1.863583610135601,-1.0600044280333811,-0.9871356474811679
associate,8.195562343622068,0.11505713096055709,-0.6934754311028184,0.3389563228103668
assume,7.502415163062124,-0.062083642114973143,-0.17279670166106662,-0.05343356384857701
atleast,7.9078802711702885,-0.7699540987304633,-0.009154796670117829,0.36204749347971005
atmosphere,7.684736719856078,0.022576077641596644,-0.00020478799453886186,-0.06483848818172863
atrocious,8.041411663794811,0.16012694767254046,-0.00021528030218503588,-0.05616563912206084
attach,7.684736719856078,0.4363628022004679,-0.3028134676265215,-0.0037483579982664945
attack,7.0428828336836835,1.1128239699190343,-0.610401842960781,-0.7943450552315925
attempt,7.9078802711702885,1.478862133865931,-0.5522578709113183,-0.8790692973487632
audio,7.0428828336836835,0.143593102877731,1.3088044172183215,-0.902531125461807
authentic,8.195562343622068,0.10702304233349498,0.4541770138924531,-0.38207907716684175
automatic,8.195562343622068,-0.6769079579569559,-0.1358343979542846,0.3701275631429464
automatically,7.790097235513905,-0.014143540030163678,-0.14727591889723932,0.008379441353940668
available,6.586124431187969,0.8425583908648865,-0.2834307951645681,-0.26560642145563707
average,6.942799375126701,-0.41970747380049694,0.736567309477818,-0.3460293850364419
avoid,6.586124431187969,-0.04312922549120286,0.37523949248548055,-0.29169893231491173
aware,7.9078802711702885,-0.3127707730677408,-0.26065636698617983,0.31789855462721855
away,5.532974516596616,0.0850276555386635,-0.27174799273230704,0.11545852084022094
awesome,5.476462306333274,-1.556042890098245,-1.4790540538729573,1.5182722870913037
awful,6.586124431187969,1.4006403197789747,-0.8805884437714584,-0.7242937680033932
awsome,7.589426540051753,-0.3270955014097913,0.4719043883302031,-0.3167333083189324
bad,4.185203437473061,1.8147388489709841,-0.7456187779804254,-1.2965432583919188
bad bad,7.348264483234865,0.9108317862093922,-0.51668588497506,-0.6007792633106344
bad good,7.684736719856078,-0.41138097935842,0.1418599678114429,0.3353588033852536
bad ive,7.589426540051753,0.13604221074702152,0.5489020665460597,-0.30522337844767483
bad love,8.195562343622068,-0.4683537071130392,1.474892695953976,-0.3780919083987262
badly,7.9078802711702885,1.0624295920340947,-0.8796736468126122,-0.060909208212060535
balance,6.116120801942233,-0.5662916792482573,-0.034697155821223624,0.23184663894702148
balanced,7.790097235513905,0.10512802143178004,-0.4263612458079663,0.2310714508705287
ball,8.195562343622068,0.8022958384546699,-0.8782038573367591,-0.05850316374209032
ban,6.942799375126701,1.6403912898868371,-1.673175192397321,-0.8445150574726523
barely,6.43197375136071,0.208462807282502,0.8508383781759277,-0.763435318292532
base,5.5928726581776855,-0.04643056599936188,-0.40575514003054675,0.36047102004615406
basic,6.942799375126701,0.496790640859164,0.5215744250572864,-0.9096351576416446
basically,6.095501514739497,-0.14801962861703136,-0.38557128432160276,0.3170834700843547
batman,7.9078802711702885,-0.4054855393724936,-0.3000858041487334,0.3305734639243474
bear,7.790097235513905,-0.4495106154003182,-0.5788679552982482,0.603539258548685
beat,6.116120801942233,0.32125192481603343,-0.06652687835709635,-0.10481791317973559
beautiful,5.27779161153779,-1.621853179611727,-1.426694670609468,1.6478829437990037
beautifully,7.4223724553885875,-0.31651462560008775,-0.9300220014211025,0.6246314263148716
beg,7.589426540051753,0.6654139698257877,-0.591696652689843,-0.1321103800850825
begin,6.5533346083649775,-0.5025197671344183,-0.8152403422173261,0.3620840538417883
behave,8.041411663794811,-0.4127033332133362,-0.00455302271677876,0.19234946616858806
believe,5.9442705450155735,0.029986389280399477,0.6918559351616639,-0.4762921642498757
beloved,8.195562343622068,0.2481060420527027,-0.30961042145405565,-0.007662962276806914
best,3.7509522226464194,-1.355047272661345,-1.3343936689602696,1.7782013988411787
best far,7.589426540051753,0.575520967031283,-0.47278564817103996,-0.0022827997371441377
best feel,8.195562343622068,0.022551955206199268,-0.10254849227597834,-0.08922400185945627
best free,8.195562343622068,-0.00014885392765277383,-0.45078642187330964,0.00022074478279098778
best good,7.790097235513905,0.21446874858229956,-0.6514863078966385,0.06625553606915999
best ive,7.4223724553885875,-0.744829659430291,-0.6045778211465448,0.7056423265659227
best love,7.684736719856078,-0.17122853318358616,-0.1357704450087726,0.14592229851504698
best open,7.589426540051753,0.15312165432552738,-0.4885394274830117,0.2958905066315058
best recommend,8.195562343622068,-0.4006232564255809,-0.125227873370199,0.4315086680911887
best say,8.195562343622068,0.09277610646474721,-0.2963536433123907,0.2963465138661028
bias,7.684736719856078,-0.14395905204435555,0.054190420923261935,-0.021006615013676597
big,4.996889226071388,0.2885696965588393,-0.057021201633566936,-0.07629358340053428
big feel,8.041411663794811,-0.20286174383309877,-0.6224513315279329,0.3852138504165554
bit,7.348264483234865,-0.5912853203234076,-0.5199429596874011,0.6364368538932259
black,6.349735653123738,0.11244800675825445,-0.2173385908330804,0.14440467132777723
blast,8.041411663794811,-0.3560400363410224,-0.7224715465686999,0.4901173147653033
blend,7.589426540051753,-0.7644633226610812,0.7797967100125981,-0.3451107121160128
blind,7.589426540051753,0.04426508088288329,-0.8857850716490472,0.3584909642402366
block,7.502415163062124,0.967154791880465,-1.3349094498035894,-0.011538446199473328
blow,6.851827596920974,-1.0760689268803825,-0.9454870152133388,1.2442587681323998
blow away,8.195562343622068,-0.1929848485353821,-0.3951835197606851,0.30771215390947804
blue,8.041411663794811,0.8507090960739216,-1.1591997906196765,0.07320625163272704
boost,8.041411663794811,-0.09316545304979383,-0.2738636005760974,0.43736161265988466
boot,7.502415163062124,-0.7271037180024147,-0.5919811964994531,0.6491215877503745
bore,6.137174211140065,0.4749162255789396,0.3943883664373838,-0.5362186486455293
boring,6.521585910050398,0.913955629398326,-0.6168844130407463,-0.34211966984514297
bother,7.0428828336836835,0.5234877972928694,-0.028253372763928572,-0.31172930620468653
bounce,8.195562343622068,-0.575421987073897,-0.5016377937086479,0.6584921009888631
braindead,8.195562343622068,1.2123537981026398,-0.9861079279355639,-0.34943544548625627
break,5.7106556938340685,1.2057920327365157,-0.6148682725994608,-0.6566431826892601
breathe,7.790097235513905,0.7286700760677373,-0.6180972601297962,-0.25485595420636714
brilliant,7.348264483234865,-0.26732540370577784,-0.7009646345708772,0.5927346718901655
bring,5.892977250628023,0.035396665081154986,0.13482112772225568,0.06373395649785965
british,8.195562343622068,0.21578036468629902,-0.0007638406331963552,-0.19340741113346827
broken,6.942799375126701,1.6623928242265886,-0.7360135874953266,-1.0195164664657244
brutal,7.790097235513905,-0.16443007883706665,1.2242428515929094,-0.50945595112017
btw,7.9078802711702885,-0.6401413276316054,-0.1328800415864338,0.2827525832560321
buff,7.684736719856078,-0.2763605388265605,-0.36910395952601854,0.27814933638616773
bug,7.154108468793908,0.962982558906296,-0.989064983828612,-0.23299106671002262
buggy,6.691484946845795,0.7963774528050769,-0.07282342069378905,-0.37191093750914567
build,5.498685443117984,0.33048190132845234,-1.6633829828681699,0.4421645867800298
bully,8.041411663794811,1.4819312275361172,-0.6691262173051643,-0.8329911902768568
bump,8.195562343622068,-0.40841572532211673,-0.4539309798842298,0.5037494616029943
bungie,7.279271611747914,0.5454104338518158,-0.4944799211987966,0.1333465325222373
burn,7.502415163062124,0.7357538095559966,0.04405014949711999,-0.3294973265045619
bust,7.589426540051753,0.849389401573243,0.37099969343585926,-0.6808021148352591
busy,7.4223724553885875,-0.08340438866507782,-0.398587019428573,0.19629694463119488
buy,4.589159111332371,-0.12247371379698008,-0.03023435719411586,0.09758348345860655
buy new,7.9078802711702885,0.1406923781778412,-0.34562093646010617,-0.011885971130375319
camp,7.9078802711702885,1.2692058051272996,-0.06094466286372236,-1.0375934049536688
cannot_be,8.041411663794811,-0.6018734277692025,-0.2194940001258535,0.6111871522394148
cannot_recommend,7.348264483234865,0.6003053052746349,0.8150734471290778,-0.7577750942473419
cannot_wait,8.195562343622068,-0.4626126446295614,-0.3674728338696822,0.4590609846029529
capable,8.195562343622068,-0.2900408627161444,-0.0008096513208647924,0.2871219809152791
capcom,7.589426540051753,0.6696942381443131,-1.1916762714816633,0.3109452666410466
capture,6.896279359491808,-0.18006699138411875,-0.09291405444097896,0.19219089626547362
card,8.195562343622068,-0.7315119855734241,-0.4272615951935008,0.6185227160641531
care,6.203132178931863,-0.251272123381949,-0.8002359106873996,0.5460866788923695
careful,7.9078802711702885,-0.7087487468451387,0.68391871665463,0.03495498207152967
carry,6.991589539296133,-1.5372258891138666,1.4559446575860955,0.021564715063321093
cast,8.041411663794811,-0.501139895541226,0.5856212144042751,0.09485042852692249
casual,6.3237601667204775,-0.357042372781885,0.6495070680095397,-0.31762097194282957
catch,6.729225274828642,0.03126620256153294,-1.0864535557201092,0.5548577756315907
cause,6.460961288233962,-0.21823115879443367,0.12628562419415001,0.05455139160002719
cautious,8.041411663794811,-0.362777573469377,-0.00020595290101761135,0.059449870003132385
certain,5.797667070823699,-0.6186805879231798,0.5121322615370345,-0.15310107068727505
certainly,7.589426540051753,0.1521770808476691,-0.19788858347690283,-0.1245282155147611
challenge,6.65511730267492,-1.0365510447172022,-0.21487172627293347,0.46872861764790386
challenging,8.195562343622068,-0.234004325617684,-0.24251889933879903,0.3395655527815666
change,5.617873960383102,-0.2048689710856093,0.020469250603058656,0.17970960491246865
chaotic,7.502415163062124,0.9473581782922699,-0.8250971864500803,-0.28274931835470557
charge,8.195562343622068,0.9432981956957244,-0.38285784833561076,-0.3596338706798653
chase,7.279271611747914,0.07219167771297962,-0.7812942552328297,0.3884509430030527
chat,7.790097235513905,0.035443592448865927,0.4333146202785433,-0.34273474274211996
cheap,6.991589539296133,0.6227980490173701,-0.11515617038373838,-0.09775747024895635
cheat,7.684736719856078,-0.3928050200986853,1.107125242701775,-0.34121123667478775
check,6.460961288233962,-0.18279336401420498,-0.8755627830123288,0.5680454750152036
cheese,8.041411663794811,-0.49620927723252123,-0.3393039326022035,0.509068729341582
chill,7.348264483234865,-0.6747054744750549,0.009160303671829408,0.2382691087473385
chinese,7.684736719856078,0.45493627205671766,-0.6376406270713946,0.18378663932174943
choose,6.273749746145816,-1.418565363516982,0.46571926719592666,0.15414356447642022
cinematic,6.896279359491808,-0.15360154229492853,0.3840645672498958,0.07599076425234357
classic,6.075298807421978,0.4360980440084073,-1.3322282603373752,0.226021722252396
clean,8.041411663794811,0.24990589983992828,-0.0011129108340044965,-0.13565941302733076
clear,6.460961288233962,0.0970145107567542,0.5799739528959232,-0.458340342196136
clearly,6.729225274828642,-1.0731760545681244,-0.9094605359548029,1.0866343909499796
click,7.0428828336836835,-0.5325509631683268,-0.3915992385418759,0.5523552104310454
climb,7.4223724553885875,1.2802210679522206,-0.38345173436836705,-0.772721221751237
close,6.158680416361029,0.7952197057457792,-1.2350214364707168,-0.021346809264173185
clunky,7.4223724553885875,1.479989791077314,-0.6210187959173223,-0.5238828344660613
collab,7.4223724553885875,-0.841372615580716,0.09788456571368594,0.44555353551852733
collect,6.896279359491808,-1.012402926339378,-0.7292384345902138,0.8577853369780933
color,8.041411663794811,0.3216897597823071,0.2517180338513869,-0.27947693716528343
combat,7.589426540051753,-0.4074844056443351,-0.0007412340492390489,0.2493955270572855
combine,6.991589539296133,-0.07334560579783597,-0.6743447919792502,0.328799854872966
come,4.490153587556922,0.23035727521150975,-0.47351725637227915,0.15403745509489658
come good,7.9078802711702885,-0.11215864308825456,-0.9028609434522917,0.5826315523229477
come really,8.195562343622068,-0.30719613137379576,-0.09936645700284731,0.2783995980574515
comfortable,8.041411663794811,-0.6600179800703594,-0.26791390448071223,0.6455019700148911
commit,7.9078802711702885,-0.5524812483879024,-0.3754232155045872,0.5069334270631743
common,7.154108468793908,0.22622732236305032,0.26828396160764306,-0.36470696122991786
communicate,8.041411663794811,-0.8469215081976151,-0.14269869427506912,0.6212307776865057
compare,6.075298807421978,0.46814803902431273,0.561675431329383,-0.613911560577965
competitive,6.43197375136071,-0.9873541324779234,-0.019512462535234566,0.4350878573961863
complain,7.348264483234865,1.4351959920842423,-0.676911876227065,-0.6719054576517467
complete,5.362348999565853,-0.32267940927457384,0.20025406837488147,0.0531213482023131
completely,5.465533235801083,0.0039294594833401645,0.20670854897587784,-0.24740066607796618
completely different,7.9078802711702885,0.14977706646215583,1.0008257605216548,-0.7366721260433609
complex,6.991589539296133,-0.2190181539122649,-0.4388758548901275,0.531191483459355
complicate,7.502415163062124,0.6429272728937944,0.5266019501553969,-0.7530631350036909
concept,8.195562343622068,-0.020105697100416094,-0.6062053836195881,0.3596248261002947
concern,8.041411663794811,0.08802073039910785,-0.38587408361236264,0.20897937608794573
confidently,7.9078802711702885,-0.28429756212035234,-0.14737728356384752,0.1985563567259777
confidently say,8.041411663794811,-0.2890508503306904,-0.14986210557058516,0.20190193772458648
confuse,7.0428828336836835,-0.13800187048449233,0.199013767700176,-0.39709567905291726
connect,7.214733090610343,-0.00629422563532754,-0.21913662464796302,0.24225282192756936
conquer,8.041411663794811,-0.7360891773083567,-0.9568985149164538,0.9366427349060655
consider,6.586124431187969,0.06868597120789982,-0.4137304484383226,0.18567164040310724
consistent,7.9078802711702885,-0.2866462039100194,-0.21809591620187116,0.16392512794438005
consistently,7.348264483234865,0.1745737209022583,-0.35156023547901016,0.17339323488097588
constant,6.586124431187969,0.31302483824846966,0.8788359469454338,-0.6647328334334762
constantly,5.979988627617653,-0.3281381863151988,0.302778596512925,0.11437563834246711
consume,7.502415163062124,1.3770188244754513,-0.5759599248921697,-0.5999725146786451
content,6.036078094268697,-0.8570823358454035,-0.654072497165271,0.8944905434714193
continue,6.095501514739497,-0.061277535140863204,-0.3994245650943403,0.20717382650434535
continuously,8.195562343622068,-0.049133718198274945,-0.13075575028720687,-0.10859863665450203
control,7.348264483234865,0.2702045558202759,-0.4887100239837879,0.05301240286583958
cook,7.279271611747914,-0.3822502690812538,0.01340341661470657,0.15312761530065347
cool,5.089482012899213,-0.3772615356534066,-0.6597631540785925,0.7913502820158228
copy,7.502415163062124,-0.32401329992033706,-0.1906517681725524,0.19561404805837015
core,8.041411663794811,1.1772083952496228,-0.73276627467369,-0.41212210029278085
correct,7.9078802711702885,-1.1089044515697268,1.4775364832820987,0.01564083785865306
correctly,7.684736719856078,0.5660944934089094,-0.40685523853678107,-0.0009158949850751753
corrupt,8.041411663794811,1.5088527741983369,-0.4906394020103597,-0.7470135799685205
cosmetic,7.790097235513905,0.07739107235405068,-0.1546908844995271,0.09660447881233661
cost,7.4223724553885875,-1.2679563832013967,0.27004958178215704,0.47247022282768686
couldn,6.490814251383644,-0.18357946194803837,-0.1957259619529428,0.0594658839072498
count,7.589426540051753,0.4018950265145039,-0.24839339076438827,-0.13811699656928314
couple,7.4223724553885875,0.3671290698207917,-0.6253407184200561,0.3052497918769308
cover,7.279271611747914,-0.3174558113534837,-0.4387909776532624,0.4066486956559211
cozy,7.790097235513905,-0.07557360479238019,-0.7908827644415591,0.49303391829759785
cpu,7.9078802711702885,0.684730519917227,-0.7060769111111453,-0.29519450627495053
craft,6.768445987981924,0.721644514569784,0.428795157926808,-0.5413794258963939
crash,6.158680416361029,0.39429617798853317,0.16752828523739127,-0.3468249571782009
crawl,8.195562343622068,0.6760832458522428,-0.17715745471952138,-0.32126964730050256
crazy,6.586124431187969,1.38665738274342,-0.44295490290804196,-0.546759115602148
create,5.656588472563793,-0.3309594857648354,0.3756715048762818,0.2860032289165677
creative,6.521585910050398,-0.9056311358276755,-0.9150819571215654,1.1196591569631926
creepy,8.041411663794811,-0.33449422580170407,-0.3069816935811121,0.29830864260918316
crisp,8.195562343622068,0.0664523127638384,-0.8111119605934147,0.4592520652930247
crucial,8.195562343622068,0.2263306897052846,-0.00026754816930008637,-0.25484687626734787
current,6.349735653123738,-1.5146950778868977,0.38779101843487707,0.6689264137137955
currently,6.8092679825021785,-0.962826055395835,-0.8680684557358126,1.1660734177864405
custom,8.195562343622068,-0.5717759921167685,-0.4398068451727924,0.588131210064607
customize,7.790097235513905,0.017073464062716717,-0.2511951900199129,0.15901496462509593
cut,7.0428828336836835,0.35958140329484384,-0.6392224450795722,-0.19241142984453313
cute,7.790097235513905,-0.5824744919667099,-0.7867123923236228,0.8019031232412956
cuz,7.684736719856078,-0.09852390134754666,0.6438507120579381,-0.32359943864417035
daily,8.195562343622068,-0.44209532175243504,-0.28380378441577353,0.5549637764559537
damn,7.4223724553885875,-0.2502875183616095,-0.09823131640719879,-0.1532555336198779
damn good,8.195562343622068,-0.06850045500728207,0.6777344973263182,-0.3425221340606779
dangerous,7.9078802711702885,0.27695936279485905,0.4860928894155667,-0.5006520133471063
dark,6.896279359491808,0.5200179090024668,-0.7127620996959341,0.11382455411441196
dead,6.137174211140065,2.2079633555944405,-1.3381351192146211,-1.3681116246119196
deafen,7.9078802711702885,0.570992636846352,-0.04965020568608458,-0.3108789650743265
deal,7.154108468793908,0.5510009355532639,-0.39986312531081114,-0.22854309796097366
dear,7.9078802711702885,-0.42559956006434374,0.02191106168172283,0.28279438195558687
decent,6.116120801942233,0.07560544642734573,0.305928692535498,-0.2551897462268541
decently,8.195562343622068,-0.6986155558082384,0.7062937865964506,0.20139435416763862
decide,6.075298807421978,0.8993797210378109,0.201301896299219,-0.7333438235288086
dedicate,7.9078802711702885,0.773979060780277,0.9238640365907294,-0.825245547894252
deep,6.349735653123738,0.8109881295117726,0.3833251730059514,-0.6475278055237894
deeply,7.4223724553885875,-0.21192012998027485,-0.20217329136795467,0.1282979532384669
def,7.684736719856078,-0.24356423437475166,-0.782991183908928,0.6075613889294379
defeat,7.790097235513905,1.3948817711452086,-0.9942135837808783,-0.47627670619828
defend,8.041411663794811,0.44347235456306056,-0.028023112749669836,-0.24004546092975362
define,8.041411663794811,0.6337131908400613,-0.47990217391029105,0.06957913363513171
definitely,5.333361462692601,-1.526934699453285,-1.1959466900888946,1.4272287175654177
definitely need,8.195562343622068,-0.10178016689379953,-0.2860097255583985,0.2637651724426752
definitely recommend,7.154108468793908,0.16706146563772803,-0.31778208236750394,0.13250541757341275
definitely worth,8.041411663794811,-0.0006639041717166018,-0.042016974957454635,0.16827105981761725
delete,6.8092679825021785,0.3371245189309432,-0.8504005587406692,0.2896523764703109
deliver,6.729225274828642,-0.4682497422185241,0.3733515547107514,0.04825588606288942
demand,8.041411663794811,0.2902655595601282,0.5304486634098577,-0.19702037853051027
depend,6.991589539296133,0.7836088218741728,-1.1347869482716555,0.0482703849629186
depress,8.195562343622068,0.6064048579324068,-0.7621034065979724,0.1141368882221603
depth,8.041411663794811,-0.2814478605303918,-0.001374905730076528,0.19400298499068727
deserve,6.460961288233962,0.13144156426261577,-0.09276423137749168,0.00975217097730161
design,6.203132178931863,0.09610724880516647,0.8655407473929445,-0.7848456130440019
desire,8.195562343622068,-0.036243691148007656,-0.0005761273057965084,0.1429205576789682
desperately,8.041411663794811,0.6595691931450476,-0.21863781003978539,-0.2283381138719667
destiny,5.979988627617653,-0.6535821437143824,-0.5302905421810911,0.7308181758148424
destroy,7.214733090610343,0.8461582983955972,-0.5584146501132794,-0.17289837730427413
detailed,7.214733090610343,-0.001826800357435177,0.44033215445234875,-0.16864503045757095
dev,8.195562343622068,-0.45068558470027176,-0.7784613401309947,0.7247872753844246
develop,6.851827596920974,0.566244356281031,-0.35250360776298467,-0.06285270764357942
devs,7.214733090610343,-0.5648633753928286,-0.6281901981325417,0.774299903491344
didn,5.5928726581776855,-1.290983771466349,1.1286813064683172,0.09622329876475205
didn expect,8.041411663794811,-0.00023916065954290334,-0.03836464160435069,0.1562893498125401
didn know,8.041411663794811,0.12394716279359308,-0.880047834522466,0.45948448130541925
didn need,8.195562343622068,-0.43594826906128853,1.4826047424201934,-0.6917585992033359
didn really,8.041411663794811,0.8067272666346368,-0.05770775045029888,-0.20863086406423428
didn want,8.195562343622068,-0.4864751892557899,-0.30962746663716273,0.5780276857085597
didnt,7.154108468793908,1.7210302732843632,-0.9927892896987937,-0.7953318123358436
die,5.630612986160532,1.3740289817120326,-0.3333278901920097,-0.9529239919992422
different,5.143134726391533,0.09787229853775516,0.17338429058037996,-0.277135786632416
different best,8.195562343622068,-0.05490066441136341,-0.43236437928914495,0.323884881686003
difficult,6.095501514739497,0.4221300818158323,-0.43439837568820877,-0.11507197537067716
